公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
4919 - 新唐科技,董事會通過,1,107/01/26,107/06/12,"226,826,793","688,132,681","827,200,499","308,314,499",2.5,0,"518,886,000",0,0,0,新台幣                 10.0000元
4927 - 泰鼎-KY,董事會通過,1,107/03/01,107/06/15,"1,121,112,060","77,999,915","1,198,746,073","1,198,746,073",0,0,0,0,0,0,新台幣                 10.0000元
4930 - 燦星網通,董事會通過,1,107/03/21,107/06/20,"265,314,685","-146,510,102","119,267,915","119,267,915",0,0,0,0,0,0,新台幣                 10.0000元
4934 - 太極能源,董事會通過,1,107/03/23,107/06/26,0,"-951,849,123","-952,240,524",0,0,0,0,0,0,0,新台幣                 10.0000元
4938 - 和碩,董事會通過,1,107/03/15,107/06/21,"22,667,324,384","14,682,987,920","30,498,431,885","20,043,780,081",4,0,"10,454,651,804",0,0,0,新台幣                 10.0000元
4942 - 嘉彰,董事會通過,1,107/03/20,107/06/11,"1,500,651,586","249,533,719","1,725,231,933","1,554,390,797",1.2,0,"170,841,136",0,0,0,新台幣                 10.0000元
4943 - 康控-KY,董事會通過,1,107/03/20,107/06/12,"69,006,910","1,096,100,186","1,042,533,163","506,673,878",5,0,"535,859,285",0,1,"10,717,186",新台幣                 10.0000元
4952 - 凌通科技,董事會通過,1,107/05/03,107/06/14,"174,350,768","359,244,915","494,144,246","174,225,746",2.94,0.06,"326,447,449",0,0,0,新台幣                 10.0000元
4956 - 光鋐,董事會通過,1,107/04/23,107/06/08,"532,221,818","62,717,012","588,557,327","538,353,209",0.5,0,"50,204,118",0,0,0,新台幣                 10.0000元
4958 - 臻鼎-KY,董事會通過,1,107/03/15,107/06/04,"13,481,121,882","5,172,436,048","17,939,392,038","15,283,722,453",3.3,0,"2,655,669,585",0,0,0,新台幣                 10.0000元
4968 - 立積,董事會通過,1,107/03/01,107/06/28,"42,466,488","142,162,613","169,352,016","79,885,650",0.63,0,"34,579,026",1,0,"5,488,734",新台幣                 10.0000元
4976 - 佳凌,董事會通過,1,107/03/13,107/06/19,0,"10,962,512","-1,447,754","-1,447,754",0,0,0,0,0,0,新台幣                 10.0000元
4977 - 眾達-KY,董事會通過,1,107/04/20,107/06/08,"23,899,722","282,968,224","261,733,315","28,736,252",3.82265,0.5881,"269,300,664",0,0,0,新台幣                 10.0000元
4984 - 科納-KY,董事會通過,1,107/03/26,107/06/22,"254,459,078","-49,278,204","159,389,245","159,389,245",0,0,0,0,0,0,新台幣                 10.0000元
4994 - 傳奇,董事會通過,1,107/03/09,107/06/27,0,"-283,150,268","-195,938,861","-195,938,861",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
4999 - 鑫禾,董事會通過,1,107/03/22,107/06/26,"1,216,350,574","384,031,595","1,529,203,322","1,328,276,882",2.7,0.3,"223,251,600",0,0,0,新台幣                 10.0000元
5007 - 三星科技,董事會通過,1,107/03/08,107/06/14,"445,030,272","1,133,528,522","1,461,234,010","576,413,548",3,0,"884,820,462",0,0,0,新台幣                 10.0000元
5203 - 訊連,董事會通過,1,107/03/21,107/06/19,"661,061,012","241,556,628","800,357,732","656,987,271",1.7,0,"143,370,461",0,0,0,新台幣                 10.0000元
5215 - 科嘉-KY,董事會通過,1,107/03/21,107/06/21,"243,192,721","32,421,369","256,497,266","202,159,766",1,0,"54,337,500",0,0,0,新台幣                 10.0000元
5225 - 東科-KY,董事會通過,1,107/02/23,107/06/11,"127,826,000","124,944,000","236,776,000","193,399,000",0.7,0,"43,377,000",0,0,0,新台幣                 10.0000元
5234 - 達興材料,董事會通過,1,107/03/07,107/05/24,"633,982,586","472,982,887","1,059,660,651","639,459,197",3.5,0,"326,823,354",1,0,"9,337,810",新台幣                 10.0000元
5243 - 乙盛-KY,董事會通過,1,107/03/26,107/06/21,"1,159,999,301","433,905,376","1,343,874,244","1,170,345,329",1,1,"347,057,830",0,0,0,新台幣                 10.0000元
5258 - 虹堡,董事會通過,1,107/03/27,107/06/26,"266,989,973","59,257,230","318,392,901","288,575,869",0.4,0,"29,817,032",0,0,0,新台幣                 10.0000元
5259 - 清惠,董事會通過,1,107/03/30,107/06/19,"-131,156,579","-137,583,166","-346,599,502","-346,599,502",0,0,0,0,0,0,新台幣                 10.0000元
5269 - 祥碩科技,董事會通過,1,107/03/14,107/06/14,"145,267,790","432,097,564","533,820,341","173,593,175",6,0,"360,227,166",0,0,0,新台幣                 10.0000元
5284 - jpp-KY,董事會通過,1,107/03/26,107/06/26,"70,924,114","204,558,446","253,274,862","128,822,651",3.2,0,"124,452,211",0,0,0,新台幣                 10.0000元
5285 - 界霖,董事會通過,1,107/03/20,107/06/22,"225,868,820","324,396,092","517,753,868","252,674,834",3.2,0,"265,079,034",0,0,0,新台幣                 10.0000元
5288 - 豐祥-KY,董事會通過,1,107/03/23,107/06/14,"804,607,743","459,717,981","1,074,970,997","811,666,385",4,0,"263,304,612",0,0,0,新台幣                 10.0000元
5305 - 敦南科技,董事會通過,1,107/03/21,107/06/15,"840,897,402","557,822,470","1,294,232,914","795,783,013",1.6,0,"498,449,901",0,0,0,新台幣                 10.0000元
5388 - 中磊電子,董事會通過,1,107/04/23,107/06/05,"1,111,878,012","1,311,867,714","2,004,555,752","1,083,354,125",3.75,0,"921,201,627",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
5434 - 崇越科技,董事會通過,1,107/03/23,107/06/11,"1,414,423,397","997,625,114","2,286,055,847","1,522,917,666",4.2,0,"763,138,181",0,0,0,新台幣                 10.0000元
5469 - 瀚宇博德,董事會通過,1,107/04/09,107/06/15,"3,362,519,687","855,834,885","4,124,323,591","3,763,974,647",0.8,0,"360,348,944",0,0,0,新台幣                 10.0000元
5471 - 松翰科技,董事會通過,1,107/03/21,107/06/15,"1,310,397","237,205,346","214,600,224","3,075,126",1.26,0.24,"251,815,593",0,0,0,新台幣                 10.0000元
5484 - 慧友電子,董事會通過,1,107/03/09,107/06/14,"-186,106,125","-103,655,671","-291,060,122","-291,060,122",0,0,0,0,0,0,新台幣                 10.0000元
5515 - 建國工程,董事會通過,1,107/03/29,107/06/29,"612,319,024","171,177,460","744,602,776","577,452,711",0.5,0,"167,150,065",0,0,0,新台幣                 10.0000元
5519 - 隆大營建,董事會通過,1,107/04/25,107/06/13,"708,181,453","218,503,516","902,412,518","828,724,011",0.4,0,"73,688,507",0,0,0,新台幣                 10.0000元
5521 - 工信,董事會通過,1,107/03/14,107/06/29,"37,219,410","-350,372,798","-313,395,809",0,0,0,0,0,0,0,新台幣                 10.0000元
5522 - 遠雄建設,董事會通過,1,107/03/27,107/06/08,"15,877,796,298","2,008,884,601","17,685,529,468","15,596,946,365",2.5,0,"2,088,583,103",0,0,0,新台幣                 10.0000元
5525 - 順天建設,董事會通過,1,107/03/16,107/06/08,"533,296,444","279,276,491","784,728,762","517,464,857",1.2,0,"267,263,905",0,0,0,新台幣                 10.0000元
5533 - 皇鼎建設,董事會通過,1,107/03/14,107/06/05,"3,315,105,320","333,651,868","3,610,370,080","3,410,698,619",0.7,0,"199,671,461",0,0,0,新台幣                 10.0000元
5534 - 長虹,董事會通過,1,107/03/29,107/06/27,"3,622,469,209","3,042,145,449","6,360,400,113","4,560,379,161",6.2,0,"1,800,020,952",0,0,0,新台幣                 10.0000元
5538 - 東明-KY,董事會通過,1,107/03/13,107/06/19,"379,795,110","683,687,474","946,773,713","526,773,713",2.5,0,"420,000,000",0,0,0,新台幣                 10.0000元
5607 - 遠雄港,董事會通過,1,107/03/29,107/06/27,"791,774,345","269,075,522","1,027,894,505","993,898,685",0.2,0,"33,995,820",0,0,0,新台幣                 10.0000元
5608 - 四維航業,董事會通過,1,107/03/21,107/06/27,"582,692,705","-2,033,503,988","-1,442,935,452","-1,442,935,452",0,0,0,0,0,0,新台幣                 10.0000元
5706 - 鳳凰旅遊,董事會通過,1,107/03/26,107/06/15,"845,602","158,323,298","169,943,022","653,854",2.9,0.1,"175,126,726",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
5871 - 中租-KY,董事會通過,1,107/03/22,107/05/24,"14,653,279,180","9,656,513,923","23,651,778,161","18,594,858,194",3.8,0,"4,804,073,977",0.2,0,"25,284,599",新台幣                 10.0000元
5880 - 合庫金,董事會通過,1,107/03/23,107/06/22,"409,617,568","14,317,798,553","12,945,972,073","133,133,263",0.75,0,"9,152,027,720",0.3,0,"366,081,109",新台幣                 10.0000元
5906 - 台南-KY,股東會確認,1,,107/04/02,"-331,069,107","2,480,518","-312,599,567","-312,599,567",0,0,0,0,0,0,新台幣                 10.0000元
5906 - 台南-KY,董事會通過,1,107/02/09,107/04/02,"-331,069,107","2,480,518","-312,599,567","-312,599,567",0,0,0,0,0,0,新台幣                 10.0000元
5907 - 大洋-KY,董事會通過,1,107/03/30,107/06/28,"2,643,034,901","341,947,346","2,396,413,718","2,169,314,918",1.2,0,"227,098,800",0,0,0,新台幣                 10.0000元
6005 - 群益證,董事會通過,1,107/03/26,107/06/27,"-43,047,148","2,893,599,888","1,968,004,774","15,839,077",0.2,0,"433,814,597",0.7,0,"151,835,110",新台幣                 10.0000元
6024 - 群益期,董事會通過,1,107/03/26,107/05/24,"64,122","731,015,188","460,824,311","482,614",2.87,0,"460,341,697",0,1,"16,039,780",新台幣                 10.0000元
6108 - 競國實業,董事會通過,1,107/03/23,107/06/11,"911,110,919","272,969,663","1,128,704,974","912,840,904",1.35,0,"215,864,070",0,0,0,新台幣                 10.0000元
6112 - 聚碩,董事會通過,1,107/03/30,107/06/27,"109,566,337","283,390,279","350,978,767","148,735,238",1.5,0,"151,682,649",0.5,0.5,"10,112,176",新台幣                 10.0000元
6115 - 鎰勝,董事會通過,1,107/03/21,107/06/20,"526,828,788","454,761,736","899,187,436","486,330,697",2.2,0.8,"562,986,462",0,0,0,新台幣                 10.0000元
6116 - 彩晶,董事會通過,1,107/03/16,107/06/08,"1,349,105,531","6,708,703,567","7,449,509,000","5,832,542,074",0.5,0,"1,616,966,926",0,0,0,新台幣                 10.0000元
6120 - 達運,董事會通過,1,107/04/24,107/06/13,"221,226,507","385,277,341","387,992,629","121,770,583",0.4,0,"266,222,046",0,0,0,新台幣                 10.0000元
6128 - 上福全球,董事會通過,1,107/03/27,107/06/27,"9,984,097","457,551,581","416,304,062","352,509,692",0.5,0,"63,794,370",0,0,0,新台幣                 10.0000元
6133 - 金橋科技,董事會通過,1,107/03/26,107/06/29,"88,831,595","24,471,650","94,308,144","77,272,250",0.1455981,0.1044019,"29,251,574",0,0,0,新台幣                 10.0000元
6136 - 富爾特,董事會通過,1,107/03/26,107/06/14,"3,776,161","198,588,319","183,119,564","1,727,397",1.57,0.23,"207,965,542",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
6139 - 亞翔工程,董事會通過,1,107/03/06,107/05/24,"995,313,355","608,889,578","1,423,763,047","1,085,451,653",1.5,0,"338,311,394",0,0,0,新台幣                 10.0000元
6141 - 柏承科技,董事會通過,1,107/03/26,107/06/20,0,"211,720,507","164,687,209","99,704,984",0.5,0,"64,982,225",0,0,0,新台幣                 10.0000元
6142 - 友勁科技,董事會通過,1,107/03/26,107/06/20,"479,647","-205,428,807","-207,491,160","-207,491,160",0,0,0,0,0,0,新台幣                 10.0000元
6145 - 勁永國際,董事會通過,1,107/03/28,107/06/19,"149,950,691","-2,054,727,690","-916,771,693","-916,771,693",0,0,0,0,0,0,新台幣                 10.0000元
6152 - 百一電子,董事會通過,1,107/03/21,107/06/11,"-53,156,643","-191,992,981","-242,519,885",0,0,0,0,0,0,0,新台幣                 10.0000元
6153 - 嘉聯益,董事會通過,1,107/03/22,107/06/12,"1,799,008,559","22,600,135","1,775,174,147","1,695,174,214",0.2,0,"79,999,933",0,0,0,新台幣                 10.0000元
6155 - 鈞寶,董事會通過,1,107/02/08,107/05/30,"1,394,414","42,957,179","40,464,493","1,688,890",0.45,0,"38,775,603",0,0,0,新台幣                 10.0000元
6164 - 華興電子,董事會通過,1,107/03/15,107/06/05,"18,804,933","37,320,058","41,572,613","1,572,517",0.4,0,"40,000,096",0,0,0,新台幣                 10.0000元
6165 - 捷泰精密,董事會通過,1,107/03/28,107/06/29,"-50,886,162","-7,852,838","-58,739,000","-58,739,000",0,0,0,0,0,0,新台幣                 10.0000元
6166 - 凌華科技,董事會通過,1,107/03/08,107/06/13,"43,950,126","388,857,616","308,648,872","4,116,472",1.4,0.1,"326,284,800",0,0,0,新台幣                 10.0000元
6168 - 宏齊科技,董事會通過,1,107/03/23,107/06/21,0,"226,549,330","203,816,669","1,868,264",0.98,0.02,"206,069,801",0,0,0,新台幣                 10.0000元
6172 - 互億科技,董事會通過,1,107/03/15,107/06/20,"-1,472","-5,787","-7,259","-7,259",0,0,0,0,0,0,新台幣                 10.0000元
6176 - 瑞儀光電,董事會通過,1,107/04/26,107/06/14,"7,274,923,407","3,054,943,381","9,674,994,530","7,442,863,667",4.8,0,"2,232,130,863",0,0,0,新台幣                 10.0000元
6177 - 達麗,董事會通過,1,107/04/27,107/06/13,"359,648,765","1,135,993,902","1,341,382,923","263,862,166",4.5,0,"1,077,520,757",0,0,0,新台幣                 10.0000元
6183 - 關貿,董事會通過,1,107/02/22,107/06/20,"7,787,047","254,375,748","239,053,527","14,053,527",1.5,0,"225,000,000",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
6184 - 大豐電,董事會通過,1,107/03/06,107/06/11,0,"350,852,085","324,834,817","461,970",2.05,0.45,"395,576,643",0,0,0,新台幣                 10.0000元
6189 - 豐藝電子,董事會通過,1,107/03/23,107/06/13,"1,019,879","351,154,770","312,711,052","1,172,414",1.74,0.06,"322,281,350",0,0,0,新台幣                 10.0000元
6191 - 精成科技,董事會通過,1,107/04/09,107/06/14,"956,600,288","408,642,630","1,325,697,551","1,021,439,409",0.6,0,"304,258,142",0,0,0,新台幣                 10.0000元
6192 - 巨路國際,董事會通過,1,107/03/23,107/06/26,"1,903,154,064","506,670,281","2,291,864,924","1,939,293,765",3.3,0,"352,571,159",0,0,0,新台幣                 10.0000元
6196 - 帆宣科技,董事會通過,1,107/02/24,107/05/30,"1,253,286,479","652,950,677","1,828,093,758","1,385,552,685",2.5,0,"442,541,073",0,0,0,新台幣                 10.0000元
6197 - 佳必琪,董事會通過,1,107/03/22,107/06/15,"351,712,020","281,976,579","516,683,246","354,075,893",1.25,0.4,"214,641,706",0,0,0,新台幣                 10.0000元
6201 - 亞弘電,董事會通過,1,107/02/09,107/06/05,"468,419,511","205,136,423","651,129,792","463,809,792",2.1,0,"187,320,000",0,0,0,新台幣                 10.0000元
6202 - 盛群,董事會通過,1,107/03/01,107/05/28,"106,851","926,188,189","822,374,361","26,786",3.636,0.464,"927,289,620",0,0,0,新台幣                 10.0000元
6205 - 詮欣,董事會通過,1,107/03/16,107/06/20,"274,075,231","136,675,373","430,734,523","344,527,628",1.2,0,"86,206,895",0,0,0,新台幣                 10.0000元
6206 - 飛捷,董事會通過,1,107/03/20,107/06/08,"729,998,892","738,368,127","1,379,678,879","735,898,421",4.5,0,"643,780,458",0,0,0,新台幣                 10.0000元
6209 - 今國光學,董事會通過,1,107/03/23,107/06/11,"649,474,599","-137,588,109","508,557,093","508,557,093",0,0,0,0,0,0,新台幣                 10.0000元
6213 - 聯茂,董事會通過,1,107/03/14,107/06/15,"1,195,594,183","1,244,701,911","2,315,049,236","1,375,881,860",3.1,0,"939,167,376",0,0,0,新台幣                 10.0000元
6214 - 精誠資訊,董事會通過,1,107/03/22,107/06/15,"1,563,116,825","1,177,748,998","2,202,290,767","1,528,807,507",2.5,2.5,"1,346,966,520",0,0,0,新台幣                 10.0000元
6215 - 和椿科技,董事會通過,1,107/03/22,107/06/20,"48,014,322","52,310,530","92,098,696","42,424,880",0.6,0,"49,673,816",0,0,0,新台幣                 10.0000元
6216 - 居易,董事會通過,1,107/03/29,107/06/26,0,"193,444,483","170,526,854",0,2.09078563,0,"170,526,854",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
6224 - 聚鼎,董事會通過,1,107/03/16,107/06/22,"278,480,626","327,708,870","548,252,539","308,247,025",3,0,"240,005,514",0,0,0,新台幣                 10.0000元
6225 - 天瀚,董事會通過,1,107/03/29,107/06/26,"-966,065,659","-13,243,298","-1,016,294,557","-1,016,294,557",0,0,0,0,0,0,新台幣                 10.0000元
6226 - 光鼎電子,董事會通過,1,107/03/15,107/06/08,"149,300","17,513,319","6,327,037","4,689",0.055,0.065,"6,322,348",0,0,0,新台幣                 10.0000元
6230 - 超眾,董事會通過,1,107/03/08,107/06/19,"1,172,756,640","500,264,836","1,586,930,569","1,245,874,155",3.95,0,"341,056,414",0,0,0,新台幣                 10.0000元
6235 - 華孚科技,董事會通過,1,107/03/22,107/06/20,"372,129,667","82,748,925","411,546,625","361,896,594",0.3,0,"49,650,031",0,0,0,新台幣                 10.0000元
6239 - 力成,董事會通過,1,107/03/16,107/06/08,"18,898,713,959","5,849,262,179","23,795,392,858","20,289,233,005",4.5,0,"3,506,159,853",0,0,0,新台幣                 10.0000元
6243 - 迅杰,董事會通過,1,107/03/23,107/06/13,"-97,320,351","-110,049,875","-206,640,226","-206,640,226",0,0,0,0,0,0,新台幣                 10.0000元
6251 - 定穎電子,董事會通過,1,107/02/26,107/05/30,"-265,685,362","9,094,321","-252,010,927","-252,010,927",0,0,0,0,0,0,新台幣                 10.0000元
6257 - 矽格,董事會通過,1,107/03/08,107/06/07,"2,596,946,804","989,364,091","3,450,677,068","2,765,401,434",1.82,0,"685,275,634",0,0,0,新台幣                 10.0000元
6269 - 台郡科技,董事會通過,1,107/05/03,107/06/14,"7,424,909,066","3,056,835,901","10,112,150,441","8,567,657,936",5,0,"1,544,492,505",0,0,0,新台幣                 10.0000元
6271 - 同欣電子,董事會通過,1,107/03/16,107/06/15,"1,436,233,501","973,889,311","2,258,753,171","1,436,233,501",4.97418968,1.02581032,"992,145,120",0,0,0,新台幣                 10.0000元
6277 - 宏正科,董事會通過,1,107/03/13,107/06/14,"300,942,523","726,748,656","922,014,733","264,923,320",5.5,0,"657,091,413",0,0,0,新台幣                 10.0000元
6278 - 台表科,董事會通過,1,107/03/19,107/06/22,"3,945,474,442","770,907,155","3,905,595,166","3,525,477,307",1.3,0,"380,117,859",0,0,0,新台幣                 10.0000元
6281 - 全國電,董事會通過,1,107/02/23,107/06/01,"4,318,916","452,915,969","398,524,288","1,832,508",4,0,"396,691,780",0,0,0,新台幣                 10.0000元
6282 - 康舒,董事會通過,1,107/03/07,107/06/26,"932,345,265","310,947,614","1,143,455,259","885,144,611",0.5,0.4,"464,959,166",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
6283 - 淳安電子,董事會通過,1,107/03/22,107/06/29,"136,567","35,002,725","3,719,069",0,0,0,0,0,0,0,新台幣                 10.0000元
6285 - 啟碁科技,董事會通過,1,107/03/14,107/06/15,"3,846,762,799","2,063,689,936","5,659,353,040","4,228,922,169",3.7,0,"1,357,075,451",0.2,0,"7,335,542",新台幣                 10.0000元
6289 - 華上光電,董事會通過,1,107/03/27,107/06/28,"-2,453,653,186","-135,802,731","-2,589,455,917","-2,589,455,917",0,0,0,0,0,0,新台幣                 10.0000元
6405 - 悅城科技,董事會通過,1,107/03/22,107/06/13,"491,695,932","20,880,624","510,488,494","477,588,494",0.5,0,"32,900,000",0,0,0,新台幣                 10.0000元
6409 - 旭隼,董事會通過,1,107/02/26,107/06/05,"338,702,541","1,363,642,312","1,534,080,950","353,754,500",15,5,"1,573,768,600",0,0,0,新台幣                 10.0000元
6412 - 群光電能,董事會通過,1,107/03/06,107/06/07,"660,179,609","1,561,602,584","1,499,355,284","306,316,683",3.1,0,"1,174,101,471",0.05,0,"1,893,713",新台幣                 10.0000元
6414 - 樺漢科技,董事會通過,1,107/03/30,107/06/28,"229,041,609","1,123,373,879","785,449,520","102,585,221",9,0,"688,759,299",0,0,0,新台幣                 10.0000元
6415 - 矽力-KY,董事會通過,1,107/03/20,107/06/08,"2,765,200,987","1,808,016,694","4,029,549,629","3,503,153,957",6,0,"526,395,672",0,0,0,新台幣                 10.0000元
6416 - 瑞祺電通,董事會通過,1,107/02/08,107/05/17,"279,705,863","336,509,814","579,785,204","339,662,668",4,0,"240,122,536",0,0,0,新台幣                 10.0000元
6422 - 君耀-KY,董事會通過,1,107/03/27,107/06/29,"331,588,406","204,412,474","495,148,690","349,055,326",3.5,0,"146,093,364",0,0,0,新台幣                 10.0000元
6431 - 光麗-KY,董事會通過,1,107/03/22,107/06/29,0,"-158,814,533","-158,814,533","-158,814,533",0,0,0,0,0,0,新台幣                 10.0000元
6442 - 光聖,董事會通過,1,107/03/09,107/05/29,"949,137,188","47,008,509","972,587,376","840,587,376",2,0,"132,000,000",0,0,0,新台幣                 10.0000元
6443 - 元晶,董事會通過,1,107/03/20,107/06/13,"704,884","-950,965,461","-950,260,577",0,0,0,0,0,0,0,新台幣                 10.0000元
6451 - 訊芯-KY,董事會通過,1,107/04/25,107/06/19,"1,262,997,180","110,843,327","1,362,756,174","1,263,636,182",0.94,0,"99,119,992",0,0,0,新台幣                 10.0000元
6452 - 康友-KY,董事會通過,1,107/04/25,107/06/13,"182,872,383","952,004,504","943,173,668","319,173,668",8,0,"624,000,000",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
6456 - GIS-KY,董事會通過,1,107/04/19,107/06/05,"5,542,466,141","6,954,330,203","11,687,199,018","8,645,740,818",9,0,"3,041,458,200",0,0,0,新台幣                 10.0000元
6464 - 台數科,董事會通過,1,107/02/26,107/05/30,"618,330,414","636,157,911","1,206,697,772","952,559,472",2,3,"605,091,200",0.1,0,"1,210,182",新台幣                 10.0000元
6477 - 安集,董事會通過,1,107/03/14,107/06/08,"33,149,251","74,880,975","97,391,071","57,719,311",0.42,0,"39,671,760",0,0,0,新台幣                 10.0000元
6504 - 南六,董事會通過,1,107/03/13,107/05/29,"875,928,485","541,376,754","1,322,007,856","995,307,856",4.5,0,"326,700,000",0,0,0,新台幣                 10.0000元
6505 - 台塑石化,董事會通過,1,107/03/15,107/06/14,"40,709,919,212","80,170,146,052","112,573,559,390","52,560,013,582",6.3,0,"60,013,545,808",0,0,0,新台幣                 10.0000元
6525 - 捷敏-KY,董事會通過,1,107/03/28,107/06/19,"656,744,459","627,188,702","1,168,687,053","742,084,130",3,0,"319,952,193",1,0,"10,665,073",新台幣                 10.0000元
6531 - 愛普,董事會通過,1,107/04/30,107/06/11,"681,616,708","251,315,161","808,854,415","666,447,895",1.5,0,"106,804,890",0.5,0,"3,560,163",新台幣                 10.0000元
6533 - 晶心科,董事會通過,1,107/03/20,107/06/21,"-28,588,745","21,532,530",0,0,0,0,0,0,0.5,"2,030,996",新台幣                 10.0000元
6541 - 泰福-KY,董事會通過,1,107/03/26,107/06/13,"-2,079,701,015","-1,409,800,417","-3,489,501,432","-3,489,501,432",0,0,0,0,0,0,新台幣                 10.0000元
6552 - 易華電,董事會通過,1,107/02/12,107/05/11,"90,072,127","4,413,440","93,397,719","63,397,719",0.3,0,"30,000,000",0,0,0,新台幣                 10.0000元
6573 - 虹揚-KY,董事會通過,1,107/03/19,107/06/08,"292,094,347","177,766,520","431,067,055","367,714,035",1,0,"63,353,020",0,0,0,新台幣                 10.0000元
6579 - 研揚科技,董事會通過,1,107/02/23,107/05/28,0,0,0,0,4.75,0,"507,300,000",0,0,0,新台幣                 10.0000元
