公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1537 - 廣隆光電,董事會通過,1,107/03/22,107/06/11,"709,522,876","901,343,796","1,474,172,924","697,211,681",9.5,0,"776,961,243",0,0,0,新台幣                 10.0000元
1538 - 正峰新,股東會確認,1,,107/04/20,"-218,648,096","-153,782,758","-373,518,717","-373,518,717",0,0,0,0,0,0,新台幣                 10.0000元
1538 - 正峰新,董事會通過,1,107/03/01,107/04/20,"-218,648,096","-153,782,758","-373,518,717","-373,518,717",0,0,0,0,0,0,新台幣                 10.0000元
1539 - 巨庭機械,董事會通過,1,107/03/28,107/06/29,"311,232,445","76,379,841","379,047,418","313,677,418",1,0,"65,370,000",0,0,0,新台幣                 10.0000元
1540 - 喬福機械,董事會通過,1,107/03/29,107/06/26,"10,040,972","45,781,377","50,968,599","5,667,585",0.53,0.07,"51,284,167",0,0,0,新台幣                 10.0000元
1541 - 錩泰,董事會通過,1,107/03/19,107/06/29,"48,085,902","134,992,750","165,471,766","47,271,766",1.5,0,"118,200,000",0,0,0,新台幣                 10.0000元
1558 - 伸興,董事會通過,1,107/03/20,107/06/13,"1,256,459,478","525,464,351","1,665,953,209","1,151,400,345",8.5,0,"514,552,864",0,0,0,新台幣                 10.0000元
1560 - 中砂,董事會通過,1,107/02/27,107/06/15,"80,010,731","732,674,297","702,815,274","209,315,274",3.5,0,"493,500,000",0,0,0,新台幣                 10.0000元
1568 - 倉佑,董事會通過,1,107/03/19,107/06/13,"168,178,212","192,197,141","333,395,949","250,926,702",0.8,0,"82,469,247",0,0,0,新台幣                 10.0000元
1582 - 信錦,董事會通過,1,107/03/21,107/06/29,"371,488,683","869,440,751","1,008,144,980","183,317,175",5,0,"824,827,805",0,0,0,新台幣                 10.0000元
1583 - 程泰,董事會通過,1,107/03/21,107/06/14,"1,454,070,484","379,696,760","1,793,280,424","1,517,279,494",2.5,0,"276,000,930",0,0,0,新台幣                 10.0000元
1587 - 吉茂,董事會通過,1,107/03/22,107/05/29,"62,574,443","16,195,718","52,720,141","22,699,191",0.5,0,"30,020,950",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1589 - 永冠-KY,董事會通過,1,107/03/08,107/06/05,"1,535,491,766","270,473,797","1,542,485,177","1,371,298,398",1.5,0,"171,186,779",0,0,0,新台幣                 10.0000元
1590 - 亞德客-KY,董事會通過,1,107/03/12,107/06/11,"4,289,262,635","3,300,103,039","7,605,816,956","6,207,939,290",7.3952,0,"1,397,877,666",0,0,0,新台幣                 10.0000元
1592 - 英瑞-KY,董事會通過,1,107/04/09,107/05/28,"885,485,375","272,008,987","1,157,494,362","1,058,516,112",1,0,"98,978,250",0,0,0,新台幣                 10.0000元
1598 - 岱宇國際,董事會通過,1,107/03/26,107/05/30,"276,269,750","-150,889,597","100,585,559","56,110,447",0.5,0,"44,475,112",0,0,0,新台幣                 10.0000元
1604 - 聲寶,董事會通過,1,107/03/20,107/06/11,"988,787","312,404,137","259,035,282","164,435,282",0.2,0,"94,600,000",0,0,0,新台幣                 10.0000元
1605 - 華新,董事會通過,1,107/02/23,107/05/25,"6,889,211,069","6,559,984,105","12,584,575,427","9,258,575,169",1,0,"3,326,000,258",0,0,0,新台幣                 10.0000元
1608 - 華榮,董事會通過,1,107/03/19,107/06/14,0,"439,568,641","463,032,726","1,108,067",0.73,0,"461,924,659",0,0,0,新台幣                 10.0000元
1609 - 大亞電線,董事會通過,1,107/04/17,107/06/05,0,"467,463,206","410,469,128","210,205,851",0.35,0,"200,263,277",0,0,0,新台幣                 10.0000元
1611 - 中電,董事會通過,1,107/03/27,107/06/21,"-172,471,625","618,224,109","508,627,098",0,1,0,"398,439,186",0,0,0,新台幣                 10.0000元
1612 - 宏泰,董事會通過,1,107/03/23,107/06/14,"396,463,318","205,494,476","657,062,495","499,022,463",0.5,0,"158,040,032",0,0,0,新台幣                 10.0000元
1614 - 三洋電,董事會通過,1,107/03/20,107/06/12,"560,831,289","212,477,774","748,261,820","560,831,289",0.69647415,0,"187,430,531",0,0,0,新台幣                 10.0000元
1616 - 億泰,董事會通過,1,107/03/19,107/06/04,"-103,003,888","-110,177,214","-214,016,866","-214,016,866",0,0,0,0,0,0,新台幣                 10.0000元
1617 - 榮星電線,董事會通過,1,107/03/20,107/06/28,0,"115,867,372","108,083,014","21,543,073",0.6,0,"86,539,941",0,0,0,新台幣                 10.0000元
1626 - 艾美特-KY,董事會通過,1,107/03/09,107/06/11,"60,868,454","4,262,970","73,799,384","61,640,826",0.1,0,"12,158,558",0,0,0,新台幣                 10.0000元
1701 - 中化,董事會通過,1,107/03/13,107/05/29,"1,006,469,723","310,738,617","1,288,810,731","1,109,962,083",0.6,0,"178,848,648",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1702 - 南僑投控,董事會通過,1,107/03/14,107/05/30,"1,033,512,373","992,726,175","1,752,097,178","959,941,581",2.7,0,"792,155,597",0,0,0,新台幣                 10.0000元
1704 - 榮化,董事會通過,1,107/03/19,107/06/21,"1,652,095,776","3,581,943,511","4,875,844,936","2,401,282,569",2.9,0,"2,474,562,367",0,0,0,新台幣                 10.0000元
1707 - 葡萄王,董事會通過,1,107/03/09,107/05/29,"1,070,849,347","1,351,941,276","2,283,376,287","1,380,177,213",6.7,0,"903,199,074",0,0,0,新台幣                 10.0000元
1708 - 東鹼,董事會通過,1,107/04/23,107/06/08,"2,089,632,619","490,812,693","2,457,686,461","2,256,238,595",1,0,"201,447,866",0,0,0,新台幣                 10.0000元
1709 - 和益化工,董事會通過,1,107/03/22,107/06/14,"453,622,265","629,326,174","997,795,074","261,406,164",1.5,0,"736,388,910",0,0,0,新台幣                 10.0000元
1710 - 東聯,董事會通過,1,107/03/19,107/06/08,0,"1,749,409,062","1,560,435,950","10,455,649",1.75,0,"1,549,980,301",0,0,0,新台幣                 10.0000元
1711 - 永光化學,董事會通過,1,107/03/29,107/06/06,"292,889,001","366,138,100","632,203,143","358,327,030",0.5,0,"273,876,113",0,0,0,新台幣                 10.0000元
1712 - 興農,董事會通過,1,107/03/23,107/06/22,"930,934,938","578,040,595","1,364,024,905","942,802,705",1,0,"421,222,200",0,0,0,新台幣                 10.0000元
1713 - 國化,董事會通過,1,107/03/07,107/06/13,"76,971,923","73,027,685","143,046,472","76,627,724",0.44,0,"66,418,748",0,0,0,新台幣                 10.0000元
1714 - 和桐化學,董事會通過,1,107/03/29,107/06/21,"107,811,056","336,967,511","414,410,572","109,363,132",0,0,0,0.3,0,"30,504,744",新台幣                 10.0000元
1717 - 長興材料,董事會通過,1,107/03/20,107/06/20,"2,636,381,688","1,909,633,764","4,282,361,156","2,891,393,537",0.5,0,"579,569,839",0.7,0,"81,139,778",新台幣                 10.0000元
1718 - 中纖,董事會通過,1,107/03/23,107/06/12,"2,501,746,238","793,986,738","3,720,256,909","2,648,136,823",0.1,0,"142,949,346",0.65,0,"92,917,074",新台幣                 10.0000元
1720 - 生達化學,董事會通過,1,107/03/20,107/06/20,"632,158,456","363,286,230","946,462,461","660,548,719",1.6,0,"285,913,742",0,0,0,新台幣                 10.0000元
1721 - 三晃,董事會通過,1,107/03/20,107/06/13,"5,256,282","55,068,606","61,531,282","17,061,813",0.2,0,"44,469,469",0,0,0,新台幣                 10.0000元
1722 - 台肥,董事會通過,1,107/03/29,107/06/29,"675,636,072","1,619,126,067","1,799,358,482","623,358,482",1.2,0.9,"2,058,000,000",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1723 - 中碳,董事會通過,1,107/03/15,107/06/14,"16,716,784","1,159,835,960","1,037,271,478","18,582,214",4.3,0.3,"1,089,760,608",0,0,0,新台幣                 10.0000元
1724 - 台硝,董事會通過,1,107/03/27,107/06/19,"369,706,015","87,388,962","446,737,937","370,049,597",0.6,0,"76,688,340",0,0,0,新台幣                 10.0000元
1725 - 元禎,董事會通過,1,107/03/20,107/06/11,"164,831,878","215,991,446","357,925,413","207,627,371",0.83,0,"150,298,042",0,0,0,新台幣                 10.0000元
1726 - 永記造漆,董事會通過,1,107/03/22,107/06/22,"4,192,890,126","790,353,846","4,750,475,171","4,183,475,171",3.5,0,"567,000,000",0,0,0,新台幣                 10.0000元
1727 - 中華化學,董事會通過,1,107/03/20,107/06/12,"87,090,950","92,474,111","168,312,866","102,162,866",0.6,0,"66,150,000",0,0,0,新台幣                 10.0000元
1730 - 花仙子,董事會通過,1,107/03/05,107/06/15,"181,199,480","180,466,368","334,680,574","199,679,222",2.3,0,"135,001,352",0,0,0,新台幣                 10.0000元
1731 - 美吾華,董事會通過,1,107/02/23,107/05/30,"2,845,000","85,937,336","92,099,896","12,350,750",0.6,0,"79,749,146",0,0,0,新台幣                 10.0000元
1732 - 毛寶,董事會通過,1,107/03/23,107/06/14,"-42,746,189","7,237,989","-35,562,315","-35,562,315",0,0,0,0,0,0,新台幣                 10.0000元
1733 - 五鼎,董事會通過,1,107/03/27,107/05/25,"663,934","85,552,712","74,773,630","377,509",0.746,0.754,"149,590,056",0,0,0,新台幣                 10.0000元
1734 - 杏輝藥品,董事會通過,1,107/03/22,107/06/20,"50,805,150","36,726,842","74,681,047","41,136,643",0.2,0,"33,544,404",0,0,0,新台幣                 10.0000元
1735 - 日勝化,董事會通過,1,107/03/23,107/06/26,"73,017,955","62,702,930","119,395,901","69,701,901",0.5,0,"49,694,000",0,0,0,新台幣                 10.0000元
1737 - 臺鹽,董事會通過,1,107/03/23,107/06/22,"2,324,791","353,694,486","299,577,780","1,577,780",1.49,0.01,"300,000,000",0,0,0,新台幣                 10.0000元
1760 - 寶齡富錦,董事會通過,1,107/03/27,107/05/30,"1,935,671","90,539,576","77,461,328","722,315",1,0.5,"115,108,520",0,0,0,新台幣                 10.0000元
1762 - 中化合成,董事會通過,1,107/03/12,107/05/31,"322,570,805","85,765,782","401,713,312","362,933,312",0.5,0,"38,780,000",0,0,0,新台幣                 10.0000元
1773 - 勝一化工,董事會通過,1,107/02/27,107/05/23,"1,210,609,727","878,558,673","1,974,244,693","1,284,244,693",4.6,0,"690,000,000",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1776 - 展宇,董事會通過,1,107/03/26,107/05/28,"88,255,870","93,687,139","162,929,429","58,589,280",1.5,0,"104,340,149",0,0,0,新台幣                 10.0000元
1783 - 和康生技,董事會通過,1,107/03/21,107/06/26,0,"15,786,220","10,841,439",0,0.15033847,0,"10,443,262",0,0,0,新台幣                 10.0000元
1786 - 科妍,董事會通過,1,107/03/09,107/05/29,0,"17,138,701","18,530,333","8,210,333",0.2,0,"10,320,000",0,0,0,新台幣                 10.0000元
1789 - 台灣神隆,董事會通過,1,107/03/16,107/06/27,"271,202,800","422,366,595","651,595,045","272,040,218",0.48,0,"379,554,827",0,0,0,新台幣                 10.0000元
1802 - 台玻,董事會通過,1,107/03/26,107/06/13,"3,787,705,627","2,123,773,041","5,834,424,206","4,380,393,806",0.5,0,"1,454,030,400",0,0,0,新台幣                 10.0000元
1805 - 寶徠,董事會通過,1,107/03/27,107/06/27,"-72,919,590","-2,395,071","-75,314,661","-75,314,661",0,0,0,0,0,0,新台幣                 10.0000元
1806 - 冠軍,董事會通過,1,107/03/26,107/06/26,"1,504,232,849","-91,589,613","1,410,736,565","1,410,736,565",0,0,0,0,0,0,新台幣                 10.0000元
1808 - 潤隆,董事會通過,1,107/03/21,107/06/11,"31,982,630","575,850,424","550,248,012","27,248,012",2.1,1.4,"865,000,000",0,0,0,新台幣                 10.0000元
1809 - 中釉,董事會通過,1,107/03/26,107/06/20,"1,002,176,209","-15,446,171","986,188,509","952,780,122",0.2,0,"33,408,387",0,0,0,新台幣                 10.0000元
1817 - 凱撒衛浴,董事會通過,1,107/03/21,107/06/13,"267,830,805","259,633,415","427,845,523","260,865,523",2.3,0,"166,980,000",0,0,0,新台幣                 10.0000元
1903 - 士紙,董事會通過,1,107/03/16,107/06/11,"-1,130,467,330","-170,453,453","-1,300,212,578","-1,300,212,578",0,0,0,0,0,0,新台幣                 10.0000元
1904 - 正隆,董事會通過,1,107/04/19,107/06/08,"4,275,918,930","1,435,151,748","5,053,479,009","4,277,686,844",0.7,0,"775,792,165",0,0,0,新台幣                 10.0000元
1905 - 華紙,董事會通過,1,107/03/22,107/06/26,"2,493,930,207","618,581,996","3,030,161,051","2,478,743,393",0.5,0,"551,417,658",0,0,0,新台幣                 10.0000元
1906 - 寶隆,董事會通過,1,107/03/12,107/06/08,"1,096,162,022","418,518,835","1,472,828,973","1,321,828,973",1,0,"151,000,000",0,0,0,新台幣                 10.0000元
1907 - 永豐餘,董事會通過,1,107/03/22,107/06/21,"4,935,840,496","1,606,509,969","6,449,121,829","5,452,898,932",0.6,0,"996,222,897",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1909 - 榮成,董事會通過,1,107/03/21,107/06/12,"2,413,725,409","3,882,815,632","5,903,814,744","3,919,864,721",1.75,0,"1,983,950,023",0,0,0,新台幣                 10.0000元
2002 - 中鋼,董事會通過,1,107/03/28,107/06/21,"4,294,612,445","16,905,588,135","18,348,494,838","4,448,241,962",0.88,0,"13,846,677,677",0,0,0,新台幣                 10.0000元
2002A - 中鋼特別股,董事會通過,1,107/03/28,107/06/21,"4,294,612,445","16,905,588,135","18,348,494,838","4,448,241,962",1.4,0,"53,575,199",0,0,0,
2006 - 東和鋼鐵,董事會通過,1,107/03/22,107/06/11,"2,228,831,052","1,714,931,355","3,719,877,836","2,314,192,985",1.4,0,"1,405,684,851",0,0,0,新台幣                 10.0000元
2007 - 燁興公司,董事會通過,1,107/03/21,107/06/20,"-2,900,455,294","-184,152,766","-2,087,438,124","-2,087,438,124",0,0,0,0,0,0,新台幣                 10.0000元
2008 - 高興昌,董事會通過,1,107/03/15,107/06/27,"553,292,073","-224,526,858","422,244,235","422,244,235",0,0,0,0,0,0,新台幣                 10.0000元
2009 - 第一伸銅,董事會通過,1,107/03/19,107/06/28,"-451,111,521","269,875,680","-181,828,123","-181,828,123",0,0,0,0,0,0,新台幣                 10.0000元
2010 - 春源鋼鐵,董事會通過,1,107/03/21,107/06/14,"677,883,945","387,151,434","1,006,419,455","682,591,760",0.5,0,"323,827,695",0,0,0,新台幣                 10.0000元
2012 - 春雨,董事會通過,1,107/03/21,107/06/13,"50,424,581","233,357,792","249,153,408","33,322,908",0.75,0,"215,830,500",0,0,0,新台幣                 10.0000元
2013 - 中鋼構,董事會通過,1,107/03/19,107/06/20,"309,552,342","54,293,383","339,286,554","291,286,554",0.24,0,"48,000,000",0,0,0,新台幣                 10.0000元
2014 - 中鴻,董事會通過,1,107/03/22,107/06/22,0,0,0,0,0,0,0,0,0,0,新台幣                 10.0000元
2015 - 豐興鋼鐵,董事會通過,1,107/03/08,107/06/08,"4,984,198,510","2,724,956,698","7,478,104,181","5,442,506,197",3.5,0,"2,035,597,984",0,0,0,新台幣                 10.0000元
2017 - 官田鋼,董事會通過,1,107/03/28,107/05/11,0,"321,350,967","286,173,478",0,0.45,0,"147,215,668",0.4248,0.0252,"14,721,564",新台幣                 10.0000元
2020 - 美亞鋼管,董事會通過,1,107/03/26,107/06/15,"167,547,642","340,945,278","494,016,556","166,669,494",1.42,0,"327,347,062",0,0,0,新台幣                 10.0000元
2022 - 聚亨,董事會通過,1,107/03/09,107/05/29,"-1,581,835,940","-90,212,552","-1,673,391,406","-1,673,391,406",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
